feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Actinomyces_odontolyticus	abx_binary	yes	-0.721684099481465	0.475498337513043	102	20	0.132234438521406	0.454010475152027
Blautia_producta	abx_binary	yes	1.44109286607296	0.924996146906584	102	60	0.12240564137764	0.454010475152027
Clostridium_bartlettii	abx_binary	yes	-1.10512087684325	0.725872487605383	102	39	0.131046807562659	0.454010475152027
Coprococcus_catus	abx_binary	yes	-0.533307693355608	0.352151495539759	102	11	0.133072035820422	0.454010475152027
Lachnospiraceae_bacterium_1_1_57FAA	abx_binary	yes	-0.818128651882367	0.538177208687112	102	25	0.131620248553053	0.454010475152027
Parvimonas_unclassified	abx_binary	yes	-0.599684537569477	0.383245424322206	102	11	0.120799933565035	0.454010475152027
Scardovia_wiggsiae	abx_binary	yes	0.693237560997987	0.447305552428717	102	18	0.124346818305709	0.454010475152027
Streptococcus_sanguinis	abx_binary	yes	0.848683187293678	0.534025074937491	102	15	0.115167551390079	0.454010475152027
Erysipelotrichaceae_bacterium_2_2_44A	abx_binary	yes	1.21321426861768	0.810291307488716	102	52	0.137476234656583	0.455067317811827
Lachnospiraceae_bacterium_3_1_57FAA_CT1	abx_binary	yes	1.17663471448443	0.788155137274135	102	38	0.138612458873717	0.455067317811827
Bacteroides_xylanisolvens	abx_binary	yes	1.16599484315206	0.797144282288687	102	39	0.146681290369462	0.47263971341271
Eubacterium_limosum	abx_binary	yes	0.894445828864277	0.61592187054991	102	20	0.14957458569081	0.473199598367291
Akkermansia_muciniphila	abx_binary	yes	-0.912741149246884	0.654448316986386	102	33	0.166205028370886	0.487553848441141
Alistipes_finegoldii	abx_binary	yes	-0.721525624025472	0.526625270153955	102	30	0.173726083927303	0.487553848441141
Alistipes_senegalensis	abx_binary	yes	-0.36404836554282	0.261853492461104	102	10	0.167532077157964	0.487553848441141
Bacteroides_intestinalis	abx_binary	yes	0.434167163778444	0.308616057090012	102	10	0.162581140451524	0.487553848441141
Dorea_unclassified	abx_binary	yes	-0.526798557842238	0.373045788405062	102	20	0.16100864749309	0.487553848441141
Parabacteroides_merdae	abx_binary	yes	-1.04921170329443	0.763704871560662	102	45	0.17256179110923	0.487553848441141
Subdoligranulum_unclassified	abx_binary	yes	1.07475003171291	0.780363022349031	102	86	0.171511928646858	0.487553848441141
Lachnospiraceae_bacterium_1_4_56FAA	abx_binary	yes	-0.788446489323008	0.580841661859983	102	25	0.17770317058216	0.488271606383615
Rothia_dentocariosa	abx_binary	yes	0.519198164779026	0.384172774043398	102	22	0.179594154072134	0.488271606383615
Bacteroides_uniformis	abx_binary	yes	-1.26450972053163	0.951329287459234	102	65	0.186805626414961	0.492487560548533
Coprobacillus_unclassified	abx_binary	yes	-1.39638957081545	1.04900148023846	102	78	0.186163019409975	0.492487560548533
Bilophila_unclassified	abx_binary	yes	-0.523134179766247	0.399766399386813	102	26	0.193669544537995	0.495566187494282
Klebsiella_pneumoniae	abx_binary	yes	-0.910397648398236	0.695691100971283	102	26	0.193661536154065	0.495566187494282
Actinomyces_viscosus	abx_binary	yes	0.462851934413566	0.358373668194325	102	20	0.199495688968884	0.503076085225882
Enterococcus_casseliflavus	abx_binary	yes	0.474827432360524	0.372933569210301	102	11	0.205890922059979	0.509943201895281
Streptococcus_australis	abx_binary	yes	-0.685328994822377	0.540885437574903	102	16	0.20808027203773	0.509943201895281
Clostridium_clostridioforme	abx_binary	yes	1.3737658004064	1.10124298079335	102	60	0.21513930717791	0.516264204775677
Streptococcus_vestibularis	abx_binary	yes	-0.816484073901979	0.65660537824419	102	33	0.216593603153014	0.516264204775677
Burkholderiales_bacterium_1_1_47	abx_binary	yes	-0.632386633262421	0.514912014400641	102	16	0.222275329631818	0.522647396701843
Blautia_hydrogenotrophica	abx_binary	yes	-0.423306286572919	0.349227497308422	102	16	0.228321858807277	0.529706712432884
Alistipes_shahii	abx_binary	yes	-0.85609086349305	0.723509966439602	102	34	0.239516696538197	0.535326352210999
Bacteroides_faecis	abx_binary	yes	-0.786270650906832	0.66515386550062	102	22	0.23997388202562	0.535326352210999
Clostridium_hathewayi	abx_binary	yes	1.2012998237907	1.0136596384014	102	66	0.238782048105381	0.535326352210999
Flavonifractor_plautii	abx_binary	yes	-0.695498059032571	0.616042833252532	102	47	0.261608694804572	0.570711769374353
Lachnospiraceae_bacterium_3_1_46FAA	abx_binary	yes	-0.613139853247415	0.543996300934261	102	31	0.2623962158043	0.570711769374353
Anaerotruncus_colihominis	abx_binary	yes	-0.368377102689226	0.329403995220967	102	28	0.266112209790698	0.5716484506615
Eggerthella_unclassified	abx_binary	yes	-0.697625712602022	0.655329157719379	102	77	0.28964676219435	0.606012786292701
Parasutterella_excrementihominis	abx_binary	yes	-0.59217881834377	0.55966099603002	102	17	0.292557896830959	0.606012786292701
Streptococcus_gordonii	abx_binary	yes	-0.478106379283252	0.447741282244596	102	21	0.28817347210465	0.606012786292701
Anaerofustis_stercorihominis	abx_binary	yes	-0.32182492985232	0.320954318257063	102	15	0.318419737808064	0.638957520347957
Candida_albicans	abx_binary	yes	0.516419903569688	0.508556569433046	102	15	0.312336233500188	0.638957520347957
Rothia_mucilaginosa	abx_binary	yes	-0.770614832066543	0.770222215549325	102	55	0.319478760173978	0.638957520347957
Actinomyces_graevenitzii	abx_binary	yes	-0.163265295921374	0.169696946344099	102	12	0.338320453394758	0.64182729323951
Bacteroides_nordii	abx_binary	yes	-0.432061894822459	0.440954472478214	102	14	0.329532966798173	0.64182729323951
Clostridium_citroniae	abx_binary	yes	0.646175754655473	0.673080575593664	102	38	0.339356959643879	0.64182729323951
Lactobacillus_gasseri	abx_binary	yes	0.74712847399132	0.773087281617372	102	30	0.336164551759742	0.64182729323951
Parabacteroides_unclassified	abx_binary	yes	1.15456587179347	1.17317242414263	102	44	0.327421831705908	0.64182729323951
Clostridium_glycolicum	abx_binary	yes	0.279018442449456	0.297793739219425	102	11	0.35104057991224	0.649798520263082
Streptococcus_mutans	abx_binary	yes	-0.40623096436049	0.431033287432917	102	11	0.348229281888348	0.649798520263082
Anaerotruncus_unclassified	abx_binary	yes	-0.318909880206121	0.359560629969023	102	18	0.377237584584178	0.658768596594044
Bilophila_wadsworthia	abx_binary	yes	-0.577264566373874	0.646079370749711	102	19	0.373740825475967	0.658768596594044
Eubacterium_siraeum	abx_binary	yes	-0.437164950587271	0.482254856763121	102	16	0.366849380294957	0.658768596594044
Granulicatella_unclassified	abx_binary	yes	-0.364867545664463	0.400790900550549	102	32	0.364817169891468	0.658768596594044
Parabacteroides_goldsteinii	abx_binary	yes	-0.463265971950283	0.520533118108728	102	14	0.375610758171151	0.658768596594044
Streptococcus_salivarius	abx_binary	yes	-0.75168917624471	0.849944050608305	102	64	0.378602641720715	0.658768596594044
Alistipes_onderdonkii	abx_binary	yes	-0.577655218912728	0.671843573163358	102	39	0.391952497011785	0.668624847843634
Veillonella_parvula	abx_binary	yes	0.906656238210434	1.04735581458567	102	51	0.388747577565144	0.668624847843634
Barnesiella_intestinihominis	abx_binary	yes	-0.400478023342265	0.476348860931003	102	12	0.402508223776688	0.67855223774995
Bifidobacterium_longum	abx_binary	yes	-0.869983536057961	1.05647077970006	102	35	0.4121941493403	0.67855223774995
Clostridiaceae_bacterium_JC118	abx_binary	yes	-0.432120355623532	0.527648519551541	102	17	0.414759559215974	0.67855223774995
Clostridium_symbiosum	abx_binary	yes	-0.666934514590841	0.81408616297044	102	71	0.414595903987843	0.67855223774995
Peptostreptococcaceae_noname_unclassified	abx_binary	yes	-0.302936807921775	0.371911042719571	102	16	0.417270628961176	0.67855223774995
Bacteroides_thetaiotaomicron	abx_binary	yes	-0.873271251487663	1.13934447503984	102	49	0.445203410424638	0.701553393821787
Clostridiales_bacterium_1_7_47FAA	abx_binary	yes	-0.635659155919861	0.848660280118386	102	63	0.455606514378517	0.701553393821787
Clostridium_hylemonae	abx_binary	yes	0.314192687082159	0.416693404500394	102	14	0.452612606544573	0.701553393821787
Clostridium_scindens	abx_binary	yes	-0.453165900021536	0.597504717831522	102	32	0.449977019697448	0.701553393821787
Enterobacter_cloacae	abx_binary	yes	-0.295216495312776	0.393154452239699	102	14	0.45448106922137	0.701553393821787
Klebsiella_oxytoca	abx_binary	yes	0.269140051324345	0.355024806505483	102	10	0.450181176853743	0.701553393821787
Streptococcus_thermophilus	abx_binary	yes	0.540983178022965	0.749163925149182	102	45	0.471908482146784	0.720281367487197
Escherichia_unclassified	abx_binary	yes	0.423265920049714	0.600680252427509	102	33	0.482669500423945	0.730299939771882
Candida_glabrata	abx_binary	yes	0.450190558965463	0.648190501518684	102	16	0.488957681917582	0.733436522876373
Debaryomycetaceae_genus_unclassified	abx_binary	yes	0.163555811718356	0.241905873935911	102	14	0.500529349091793	0.744376980700615
Erysipelotrichaceae_bacterium_5_2_54FAA	abx_binary	yes	-0.21368835449225	0.320319284335377	102	10	0.506238009625407	0.746486556566278
Desulfovibrio_desulfuricans	abx_binary	yes	0.167327784755725	0.259138072861977	102	15	0.519946767357006	0.760258298488395
Veillonella_dispar	abx_binary	yes	-0.339401470267701	0.531909546657091	102	27	0.524879345081632	0.761075050368366
Bacteroides_ovatus	abx_binary	yes	-0.743868850045677	1.19825583894352	102	61	0.536148196088779	0.770989967929319
Bacteroides_caccae	abx_binary	yes	-0.451479912323859	0.749794861220694	102	35	0.548445214624968	0.782208748727414
Clostridium_leptum	abx_binary	yes	-0.445731874672289	0.752212864334478	102	34	0.554812691692107	0.784856978491273
Clostridium_perfringens	abx_binary	yes	0.297966650324208	0.51522811882202	102	15	0.564348349757123	0.79097885086865
Lachnospiraceae_bacterium_5_1_57FAA	abx_binary	yes	-0.376049144432596	0.656792717371372	102	45	0.568231933095295	0.79097885086865
Oscillibacter_unclassified	abx_binary	yes	-0.428575430984098	0.774457955613268	102	53	0.581233179006438	0.802655342437463
Klebsiella_unclassified	abx_binary	yes	0.225673525901293	0.418161948145454	102	14	0.590617642980985	0.804364823807621
Methanobrevibacter_smithii	abx_binary	yes	-0.263796823203399	0.490254751548837	102	16	0.591716651996411	0.804364823807621
Streptococcus_cristatus	abx_binary	yes	-0.178851883133291	0.347916571470759	102	10	0.608340380371956	0.820552140966824
Lachnospiraceae_bacterium_7_1_58FAA	abx_binary	yes	-0.333009767293184	0.665779480285944	102	46	0.618047085656778	0.827232253109841
Veillonella_atypica	abx_binary	yes	-0.215637412352499	0.471465951121382	102	24	0.648392638822535	0.861223810344435
Anaerostipes_caccae	abx_binary	yes	-0.270488018171181	0.710595390605594	102	24	0.704270501015276	0.861974611354643
Anaerostipes_unclassified	abx_binary	yes	0.255555091248171	0.655092407978496	102	35	0.697288294824722	0.861974611354643
Bacteroides_fragilis	abx_binary	yes	-0.434746435861258	1.16839346776692	102	33	0.710613877992898	0.861974611354643
C2likevirus_unclassified	abx_binary	yes	0.177065643567047	0.393897227290177	102	15	0.654027643909199	0.861974611354643
Clostridium_bolteae	abx_binary	yes	-0.303819645963349	0.875824301347761	102	80	0.729398651730747	0.861974611354643
Clostridium_ramosum	abx_binary	yes	-0.303883359133529	0.808760407960715	102	55	0.707906335367877	0.861974611354643
Eggerthella_lenta	abx_binary	yes	0.229978376252954	0.672727228232271	102	44	0.733173807359122	0.861974611354643
Erysipelotrichaceae_bacterium_6_1_45	abx_binary	yes	0.36484909148381	1.0308219921141	102	70	0.724129056943656	0.861974611354643
Finegoldia_magna	abx_binary	yes	0.14786081938082	0.403952738536158	102	16	0.7151122196246	0.861974611354643
Gemella_sanguinis	abx_binary	yes	-0.081431237577634	0.207198870841703	102	13	0.695148626662	0.861974611354643
Holdemania_unclassified	abx_binary	yes	0.150531312419588	0.374292765703387	102	14	0.688413341485898	0.861974611354643
Lactobacillus_fermentum	abx_binary	yes	0.288828393289912	0.746156694849221	102	24	0.699513535661508	0.861974611354643
Megasphaera_micronuciformis	abx_binary	yes	0.0943437241524569	0.220788208226264	102	10	0.670076469276249	0.861974611354643
Naumovozyma_unclassified	abx_binary	yes	0.112130807524956	0.272326853485216	102	12	0.681403284329078	0.861974611354643
Parabacteroides_distasonis	abx_binary	yes	-0.346379584595546	0.966672298640191	102	37	0.720857950363068	0.861974611354643
Ruminococcaceae_bacterium_D16	abx_binary	yes	-0.196254930667817	0.486922126208185	102	13	0.687770405963156	0.861974611354643
Streptococcus_tigurinus	abx_binary	yes	-0.140494027332501	0.390102278133273	102	13	0.719497011153071	0.861974611354643
Alistipes_unclassified	abx_binary	yes	0.241412772141214	0.819135595635872	102	18	0.768821416119521	0.869157815216319
Bacteroides_finegoldii	abx_binary	yes	0.207407133803913	0.671026133258485	102	16	0.757896508507951	0.869157815216319
Bacteroides_stercoris	abx_binary	yes	-0.242149815042818	0.839686680567326	102	36	0.773651885013636	0.869157815216319
Clostridium_innocuum	abx_binary	yes	0.243404834756368	0.748582522712544	102	52	0.745743587054519	0.869157815216319
Erysipelotrichaceae_bacterium_21_3	abx_binary	yes	0.202465677771866	0.703988932983274	102	44	0.774249777922583	0.869157815216319
Fusobacterium_nucleatum	abx_binary	yes	0.213583728582412	0.728989511200801	102	19	0.770139953561666	0.869157815216319
Roseburia_unclassified	abx_binary	yes	-0.0770285259187562	0.266666964759163	102	11	0.773289026320285	0.869157815216319
Streptococcus_infantis	abx_binary	yes	-0.135572002084979	0.501142703480409	102	23	0.787313374006329	0.878157224853214
Bacteroides_cellulosilyticus	abx_binary	yes	0.18126228510779	0.736922617863183	102	29	0.806208110553403	0.891449770222099
Bacteroides_massiliensis	abx_binary	yes	0.16471672498827	0.681382294104427	102	16	0.809477377557998	0.891449770222099
Alistipes_putredinis	abx_binary	yes	0.160628036142713	0.803776038156962	102	27	0.842010144677136	0.921445063986299
Bifidobacterium_dentium	abx_binary	yes	-0.13503700820781	0.701886502878648	102	21	0.847825703163069	0.922010452189838
Lactobacillus_salivarius	abx_binary	yes	-0.14452702540693	0.808485152891415	102	17	0.858485672662966	0.927804391573641
Streptococcus_anginosus	abx_binary	yes	0.130874249022901	0.821604227333443	102	22	0.87376080532339	0.938483827939938
Lactobacillus_reuteri	abx_binary	yes	-0.0854706513103724	0.60327141745109	102	13	0.887618912909881	0.94751957574429
Veillonella_unclassified	abx_binary	yes	0.110620475684385	0.926380762156801	102	54	0.905188950621057	0.960383398829658
Gordonibacter_pamelaeae	abx_binary	yes	0.0288683439375659	0.270283725662257	102	12	0.915155635500182	0.965073215618373
Alistipes_indistinctus	abx_binary	yes	0.0283547845020673	0.382498403621646	102	11	0.941054659596513	0.9857373385512
Lachnospiraceae_bacterium_2_1_58FAA	abx_binary	yes	0.054314471627712	0.80111351758874	102	44	0.946081238724428	0.9857373385512
Granulicatella_adiacens	abx_binary	yes	-0.0322358228541452	0.554591755421608	102	24	0.953764797908428	0.987827826405157
Atopobium_parvulum	abx_binary	yes	-0.015929711537884	0.50415067734514	102	25	0.974856315574315	0.988861367570281
Citrobacter_freundii	abx_binary	yes	-0.0162160713338497	0.711936345149277	102	20	0.98187321023306	0.988861367570281
Citrobacter_unclassified	abx_binary	yes	0.0137804927683202	0.355257515631103	102	18	0.969135032289954	0.988861367570281
Erysipelotrichaceae_bacterium_3_1_53	abx_binary	yes	0.00988844032014248	0.446972218815454	102	18	0.982393791935183	0.988861367570281
Odoribacter_splanchnicus	abx_binary	yes	0.00563736970230002	0.266702561020819	102	19	0.983178256262405	0.988861367570281
Enterococcus_avium	abx_binary	yes	-0.00807444948233409	0.577566366000684	102	15	0.98887369188311	0.98887369188311
