feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
K01209..alpha.N.arabinofuranosidase..EC.3.2.1.55.	Cdiff_EIA	positive	0.971628235844408	0.68879324626047	102	82	0.161458758216733	0.464193929873106
K01205..alpha.N.acetylglucosaminidase..EC.3.2.1.50.	Cdiff_EIA	positive	1.03761207580457	0.757338617883554	102	63	0.173731138742778	0.470096022480459
K01226..trehalose.6.phosphate.hydrolase..EC.3.2.1.93.	Cdiff_EIA	positive	-0.97485559307148	0.760069880690311	102	87	0.202601916925686	0.517760454365643
K01176..alpha.amylase..EC.3.2.1.1.	Cdiff_EIA	positive	-0.673661915541854	0.628443773285513	102	95	0.286321544142325	0.611096135258973
K01178..glucoamylase..EC.3.2.1.3.	Cdiff_EIA	positive	-0.300156080927376	0.315921618770589	102	13	0.344353726674164	0.611096135258973
K01183..chitinase..EC.3.2.1.14.	Cdiff_EIA	positive	-0.525833322756342	0.554661943302976	102	97	0.345402163407246	0.611096135258973
K01186..sialidase.1..EC.3.2.1.18.	Cdiff_EIA	positive	0.792566710295827	0.792176467327309	102	83	0.319487001413528	0.611096135258973
K01212..levanase..EC.3.2.1.65.	Cdiff_EIA	positive	0.576534955695982	0.582258002729355	102	45	0.32448042079393	0.611096135258973
K01220..6.phospho.beta.galactosidase..EC.3.2.1.85.	Cdiff_EIA	positive	0.694810780445593	0.674464310777439	102	87	0.305416883942092	0.611096135258973
K01228..mannosyl.oligosaccharide.glucosidase..EC.3.2.1.106.	Cdiff_EIA	positive	-0.344312352359356	0.347567689745746	102	16	0.324255329753877	0.611096135258973
K05350..beta.glucosidase..EC.3.2.1.21.	Cdiff_EIA	positive	0.935422587624225	0.839281793127316	102	83	0.267714291504369	0.611096135258973
K01208..cyclomaltodextrinase...maltogenic.alpha.amylase...neopullulanase..EC.3.2.1.54.3.2.1.133.3.2.1.135.	Cdiff_EIA	positive	-0.353241723416095	0.433814851699984	102	15	0.4174260350984	0.68777003415495
K15921..arabinoxylan.arabinofuranohydrolase..EC.3.2.1.55.	Cdiff_EIA	positive	-0.215413313786405	0.265242877181911	102	13	0.418642629485622	0.68777003415495
K01179..endoglucanase..EC.3.2.1.4.	Cdiff_EIA	positive	-0.429919589348428	0.593352976753962	102	98	0.470414143365054	0.703920825807209
K01191..alpha.mannosidase..EC.3.2.1.24.	Cdiff_EIA	positive	0.364474340676571	0.602840024914949	102	61	0.546817202944506	0.703920825807209
K01192..beta.mannosidase..EC.3.2.1.25.	Cdiff_EIA	positive	-0.5410441465818	0.820229281465971	102	68	0.511010490310325	0.703920825807209
K01195..beta.glucuronidase..EC.3.2.1.31.	Cdiff_EIA	positive	-0.359178201737038	0.624036503291728	102	90	0.566197185975364	0.703920825807209
K01207..beta.N.acetylhexosaminidase..EC.3.2.1.52.	Cdiff_EIA	positive	-0.444572437987383	0.721306441599593	102	94	0.539068464210647	0.703920825807209
K01227..mannosyl.glycoprotein.endo.beta.N.acetylglucosaminidase..EC.3.2.1.96.	Cdiff_EIA	positive	-0.246342196535792	0.394959111939802	102	22	0.534234470654843	0.703920825807209
K05349..beta.glucosidase..EC.3.2.1.21.	Cdiff_EIA	positive	-0.457938462858371	0.641027959555242	102	97	0.476655634868956	0.703920825807209
K12308..beta.galactosidase..EC.3.2.1.23.	Cdiff_EIA	positive	0.304025718587796	0.468990230476783	102	100	0.518305167530018	0.703920825807209
K12373..hexosaminidase..EC.3.2.1.52.	Cdiff_EIA	positive	0.272279285740936	0.460555732848049	102	101	0.55572225575649	0.703920825807209
K01223..6.phospho.beta.glucosidase..EC.3.2.1.86.	Cdiff_EIA	positive	0.192184038262433	0.390949015225002	102	102	0.624091180105636	0.740653205676137
K01230..mannosyl.oligosaccharide.alpha.1.2.mannosidase..EC.3.2.1.113.	Cdiff_EIA	positive	-0.193442033792912	0.397929981634038	102	15	0.627945109160204	0.740653205676137
K03332..fructan.beta.fructosidase..EC.3.2.1.80.	Cdiff_EIA	positive	-0.313846163009876	0.777322724222644	102	91	0.687256664971775	0.771068453382967
K05546..alpha.1.3.glucosidase..EC.3.2.1.84.	Cdiff_EIA	positive	-0.146754907640041	0.346272588289818	102	16	0.672612261758736	0.771068453382967
K01197..hyaluronoglucosaminidase..EC.3.2.1.35.	Cdiff_EIA	positive	0.218575414244332	0.828970712995534	102	55	0.792576128776125	0.857372049757428
K01198..xylan.1.4.beta.xylosidase..EC.3.2.1.37.	Cdiff_EIA	positive	-0.195646816066576	0.775969651008628	102	81	0.801456481294987	0.857372049757428
K07407..alpha.galactosidase..EC.3.2.1.22.	Cdiff_EIA	positive	-0.0689201962273549	0.649282849140625	102	98	0.915677426986538	0.957299128213199
K01210..glucan.1.3.beta.glucosidase..EC.3.2.1.58.	Cdiff_EIA	positive	0.0331553137126588	0.680590009823833	102	25	0.961243152162623	0.98260411109957
K01201..glucosylceramidase..EC.3.2.1.45.	Cdiff_EIA	positive	0.0111823622326203	0.556965456956645	102	76	0.984021714732424	0.984021714732424
