feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Bacteroides_uniformis	Cdiff_EIA	positive	-0.871116390113845	0.936154308455995	102	65	0.35433951350562	0.727588470852762
Bifidobacterium_breve	Cdiff_EIA	positive	0.389330666912462	0.420933128037578	102	11	0.357232666250683	0.727588470852762
Clostridium_bolteae	Cdiff_EIA	positive	-0.788456398847489	0.851164857643803	102	80	0.356506649278358	0.727588470852762
Eggerthella_lenta	Cdiff_EIA	positive	0.604992295471837	0.658255370469797	102	44	0.360263015771772	0.727588470852762
Escherichia_unclassified	Cdiff_EIA	positive	0.550218999216027	0.599430166111059	102	33	0.361058940423175	0.727588470852762
Bacteroides_thetaiotaomicron	Cdiff_EIA	positive	1.00533382127559	1.11462469800886	102	49	0.369251652088385	0.732992085488884
Citrobacter_freundii	Cdiff_EIA	positive	0.609944972287229	0.700755712647223	102	20	0.386424242131261	0.74167011217287
Lactobacillus_rhamnosus	Cdiff_EIA	positive	0.668391607754945	0.758358368970097	102	33	0.380233027208878	0.74167011217287
Lactobacillus_salivarius	Cdiff_EIA	positive	-0.682010403030076	0.788891537669631	102	17	0.3903526906173	0.74167011217287
Alistipes_finegoldii	Cdiff_EIA	positive	-0.409366812490011	0.525770764786599	102	30	0.438097787875202	0.74701289471028
Bacteroides_massiliensis	Cdiff_EIA	positive	0.520232727826014	0.664177384629634	102	16	0.435317506547393	0.74701289471028
Clostridium_leptum	Cdiff_EIA	positive	-0.615168665756252	0.734040229147214	102	34	0.403996489238006	0.74701289471028
Coprobacillus_unclassified	Cdiff_EIA	positive	-0.818432043425283	1.03584575133446	102	78	0.431333196631663	0.74701289471028
Eubacterium_siraeum	Cdiff_EIA	positive	-0.391096715624012	0.479310876195351	102	16	0.416632674550153	0.74701289471028
Finegoldia_magna	Cdiff_EIA	positive	0.3116219615785	0.397793415361924	102	16	0.43525755321615	0.74701289471028
Lachnospiraceae_bacterium_1_4_56FAA	Cdiff_EIA	positive	-0.457165897155929	0.575530519467949	102	25	0.428879622369155	0.74701289471028
Veillonella_dispar	Cdiff_EIA	positive	-0.441764005152781	0.532223140704966	102	27	0.408622421148867	0.74701289471028
Streptococcus_anginosus	Cdiff_EIA	positive	-0.611910969404684	0.803764104025108	102	22	0.44826553606661	0.75467488983366
Alistipes_putredinis	Cdiff_EIA	positive	0.573725425890047	0.779508733597487	102	27	0.463448193709442	0.757772975306715
Clostridium_symbiosum	Cdiff_EIA	positive	-0.57622032235567	0.79858623856003	102	71	0.472254585973326	0.757772975306715
Erysipelotrichaceae_bacterium_6_1_45	Cdiff_EIA	positive	0.726865618008751	1.02146749701033	102	70	0.478593458088451	0.757772975306715
Klebsiella_pneumoniae	Cdiff_EIA	positive	-0.491248186811508	0.686300545699917	102	26	0.475788121209675	0.757772975306715
Lactococcus_lactis	Cdiff_EIA	positive	-0.451515109392756	0.632169324299701	102	20	0.476748042809844	0.757772975306715
Anaerostipes_caccae	Cdiff_EIA	positive	0.483877138209878	0.696625238471713	102	24	0.488915577920517	0.765009080746221
Candida_glabrata	Cdiff_EIA	positive	-0.434514304482706	0.639754859121408	102	16	0.498587296707911	0.77107105188549
Alistipes_shahii	Cdiff_EIA	positive	-0.448137869797969	0.715530765919639	102	34	0.53262512727074	0.778452109088005
Clostridium_perfringens	Cdiff_EIA	positive	0.327411435851192	0.501787770795226	102	15	0.515582333366259	0.778452109088005
Erysipelotrichaceae_bacterium_3_1_53	Cdiff_EIA	positive	-0.276946317970023	0.439937677344573	102	18	0.530449124694124	0.778452109088005
Parabacteroides_goldsteinii	Cdiff_EIA	positive	-0.321316149104154	0.51117314459036	102	14	0.531053438105671	0.778452109088005
Parabacteroides_unclassified	Cdiff_EIA	positive	0.739390278249731	1.15547110642787	102	44	0.523698568618219	0.778452109088005
Barnesiella_intestinihominis	Cdiff_EIA	positive	0.279316171312228	0.46655606411161	102	12	0.550742327938764	0.796181843650604
Parabacteroides_distasonis	Cdiff_EIA	positive	0.553028485681832	0.956226212667388	102	37	0.564622758330069	0.80747125653655
Clostridium_citroniae	Cdiff_EIA	positive	-0.367962617599003	0.660863244515825	102	38	0.578914309915181	0.819102161901267
Lactobacillus_phage_Lc_Nu	Cdiff_EIA	positive	0.232531035134829	0.4289553848427	102	13	0.588964663433037	0.824550528806251
Bacteroides_caccae	Cdiff_EIA	positive	-0.381832261365903	0.735398377772287	102	35	0.60475581363696	0.837838783476204
Oscillibacter_unclassified	Cdiff_EIA	positive	-0.386879615913794	0.761469746276279	102	53	0.612523454266786	0.839851746571984
Bacteroides_cellulosilyticus	Cdiff_EIA	positive	-0.339777156619436	0.733855503560039	102	29	0.644390818122802	0.840235086375811
Desulfovibrio_desulfuricans	Cdiff_EIA	positive	-0.118459594360597	0.255259911247261	102	15	0.64361340619309	0.840235086375811
Parabacteroides_merdae	Cdiff_EIA	positive	0.371336191798056	0.758020933735745	102	45	0.625294708828173	0.840235086375811
Peptostreptococcaceae_noname_unclassified	Cdiff_EIA	positive	-0.180364344524251	0.368469044672615	102	16	0.625562204232381	0.840235086375811
Sutterella_wadsworthensis	Cdiff_EIA	positive	-0.149043366467362	0.310519608295151	102	11	0.63228945282547	0.840235086375811
Eggerthella_unclassified	Cdiff_EIA	positive	-0.277995385065783	0.648790032913515	102	77	0.669540613083485	0.857589120336951
Granulicatella_adiacens	Cdiff_EIA	positive	0.234314595932089	0.552806722411666	102	24	0.672580978548631	0.857589120336951
Lachnospiraceae_bacterium_2_1_58FAA	Cdiff_EIA	positive	-0.328371483128292	0.786095616127464	102	44	0.677044042371277	0.857589120336951
Bacteroides_dorei	Cdiff_EIA	positive	-0.388525859712241	1.0604248082176	102	39	0.71485036303918	0.896934889473689
Bacteroides_nordii	Cdiff_EIA	positive	-0.155027569565754	0.437631394039141	102	14	0.723903148565536	0.899804848216975
Ruminococcaceae_bacterium_D16	Cdiff_EIA	positive	-0.163440940941306	0.477045104327844	102	13	0.732610165478907	0.902195851932357
Candida_albicans	Cdiff_EIA	positive	-0.167719450635314	0.507604789469697	102	15	0.741836971108051	0.905177221627255
Bifidobacterium_dentium	Cdiff_EIA	positive	-0.209622851296891	0.698129902670726	102	21	0.764707705758228	0.910046747425857
Clostridium_hylemonae	Cdiff_EIA	positive	-0.121921105724761	0.409192083047597	102	14	0.766355155727037	0.910046747425857
Veillonella_atypica	Cdiff_EIA	positive	-0.146508187296553	0.464273959056657	102	24	0.752991025625284	0.910046747425857
Streptococcus_infantis	Cdiff_EIA	positive	-0.128071180724047	0.498755374173457	102	23	0.797971177117264	0.939205013775186
Alistipes_unclassified	Cdiff_EIA	positive	0.170746691866759	0.810423205008871	102	18	0.833559972809747	0.940981717877531
Bacteroides_faecis	Cdiff_EIA	positive	-0.118179610792896	0.655173743732325	102	22	0.857220051105781	0.940981717877531
Clostridium_bartlettii	Cdiff_EIA	positive	0.121521364456959	0.720108653068913	102	39	0.8663308463717	0.940981717877531
Enterobacter_cloacae	Cdiff_EIA	positive	-0.076219004461436	0.387064944986414	102	14	0.844396269010175	0.940981717877531
Erysipelotrichaceae_bacterium_2_2_44A	Cdiff_EIA	positive	0.162890185750343	0.79500405277913	102	52	0.838072763245763	0.940981717877531
Erysipelotrichaceae_bacterium_21_3	Cdiff_EIA	positive	0.112800748286423	0.688713614707791	102	44	0.870231212773958	0.940981717877531
Lachnospiraceae_bacterium_3_1_57FAA_CT1	Cdiff_EIA	positive	0.152014750014715	0.780307104912477	102	38	0.845933809993693	0.940981717877531
Lactobacillus_gasseri	Cdiff_EIA	positive	-0.135204617838162	0.759228622002689	102	30	0.859019177557721	0.940981717877531
Odoribacter_splanchnicus	Cdiff_EIA	positive	0.0593888592849296	0.259923812451202	102	19	0.81973530334866	0.940981717877531
Veillonella_unclassified	Cdiff_EIA	positive	-0.161997276445296	0.918280613271776	102	54	0.860408638117405	0.940981717877531
Eubacterium_limosum	Cdiff_EIA	positive	0.083074212218138	0.609056344236326	102	20	0.891780687207984	0.956506704827918
Flavonifractor_plautii	Cdiff_EIA	positive	-0.0670099340308875	0.608976335710337	102	47	0.912600551986594	0.963300582652516
Lactobacillus_fermentum	Cdiff_EIA	positive	0.0820745086763616	0.715677423929849	102	24	0.908928029195393	0.963300582652516
Bacteroides_stercoris	Cdiff_EIA	positive	-0.0580219196795768	0.82256117166121	102	36	0.943906232550919	0.965688684071325
Citrobacter_unclassified	Cdiff_EIA	positive	-0.0322092615435101	0.349420189295366	102	18	0.926740102926998	0.965688684071325
Clostridium_ramosum	Cdiff_EIA	positive	-0.0677766208016906	0.796076189472374	102	55	0.932321616415522	0.965688684071325
Lachnospiraceae_bacterium_5_1_57FAA	Cdiff_EIA	positive	0.0499736017300323	0.649984414880921	102	45	0.938873419324869	0.965688684071325
Bacteroides_ovatus	Cdiff_EIA	positive	0.0187524759945266	1.17598363163333	102	61	0.98730908032173	0.988178273666928
C2likevirus_unclassified	Cdiff_EIA	positive	-0.0057418613803406	0.386553861080824	102	15	0.988178273666928	0.988178273666928
Clostridium_methylpentosum	Cdiff_EIA	positive	-0.00801082816884878	0.266279961022404	102	12	0.976059836420402	0.988178273666928
