feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Clostridiales_bacterium_1_7_47FAA	Cdiff_EIA	positive	0.969638024400435	0.7890860624962	70	43	0.22358398684999	0.727383464208915
Debaryomycetaceae_genus_unclassified	Cdiff_EIA	positive	-0.390449742590416	0.299970536473368	70	11	0.197778787799422	0.727383464208915
Enterococcus_faecium	Cdiff_EIA	positive	1.67611756341596	1.33477254290624	70	35	0.214575397744998	0.727383464208915
Klebsiella_pneumoniae	Cdiff_EIA	positive	-1.04863245277114	0.859020362633351	70	21	0.226404124621318	0.727383464208915
Lachnospiraceae_bacterium_3_1_46FAA	Cdiff_EIA	positive	-0.785971548759131	0.632792520140156	70	20	0.218478118679095	0.727383464208915
Ruminococcus_obeum	Cdiff_EIA	positive	-1.21366423941689	0.985025223849199	70	21	0.222165686423801	0.727383464208915
Bacteroides_thetaiotaomicron	Cdiff_EIA	positive	1.64150938602321	1.44177941145439	70	32	0.258894441307438	0.79922397854617
Faecalibacterium_prausnitzii	Cdiff_EIA	positive	-1.03372827815408	0.907601627255189	70	19	0.259350827475247	0.79922397854617
Lactobacillus_fermentum	Cdiff_EIA	positive	0.968278858411916	0.875758028648842	70	15	0.272776023176282	0.823783589992372
Candida_glabrata	Cdiff_EIA	positive	-0.930508865371604	0.852931488616566	70	12	0.279143810684157	0.825109251658093
Clostridium_glycolicum	Cdiff_EIA	positive	0.355884619324248	0.332660964881933	70	9	0.288531420588452	0.825109251658093
Clostridium_nexile	Cdiff_EIA	positive	-1.03962533467586	0.998192968541708	70	16	0.301428374511242	0.825109251658093
Lachnospiraceae_bacterium_5_1_57FAA	Cdiff_EIA	positive	-0.789448512906547	0.741753339152237	70	32	0.291332842840198	0.825109251658093
Lachnospiraceae_bacterium_7_1_58FAA	Cdiff_EIA	positive	-0.874857236707903	0.848210636685021	70	29	0.306000782071875	0.825109251658093
Streptococcus_vestibularis	Cdiff_EIA	positive	-0.723317982878366	0.700984229769038	70	18	0.305793532124347	0.825109251658093
Akkermansia_muciniphila	Cdiff_EIA	positive	-0.682709716468703	0.715688191740746	70	17	0.343530426338045	0.863417926710289
Alistipes_finegoldii	Cdiff_EIA	positive	-0.55718193043181	0.608011645370449	70	17	0.363068581737903	0.863417926710289
Anaerostipes_caccae	Cdiff_EIA	positive	0.625754769007625	0.76969751028444	70	17	0.419062371815259	0.863417926710289
Anaerotruncus_unclassified	Cdiff_EIA	positive	0.303331976511765	0.357685882574277	70	11	0.399393160243601	0.863417926710289
Bacteroides_nordii	Cdiff_EIA	positive	-0.452472460697363	0.595345312174732	70	11	0.450352767365526	0.863417926710289
Bacteroides_vulgatus	Cdiff_EIA	positive	-0.742115374049932	0.935246899679978	70	39	0.430248651605578	0.863417926710289
Barnesiella_intestinihominis	Cdiff_EIA	positive	0.285006197325257	0.362680091868202	70	8	0.434694751610634	0.863417926710289
Burkholderiales_bacterium_1_1_47	Cdiff_EIA	positive	-0.474087402401116	0.642545112649617	70	11	0.463157960685652	0.863417926710289
Citrobacter_unclassified	Cdiff_EIA	positive	-0.397490224708291	0.490696121086135	70	15	0.420870030367682	0.863417926710289
Clostridium_bolteae	Cdiff_EIA	positive	-0.880897209984874	1.15239466947898	70	53	0.447619059542215	0.863417926710289
Clostridium_innocuum	Cdiff_EIA	positive	0.754725275209988	0.93792797692923	70	37	0.423812919247305	0.863417926710289
Clostridium_leptum	Cdiff_EIA	positive	-0.750295275422129	0.83437320127044	70	23	0.371702312829893	0.863417926710289
Clostridium_methylpentosum	Cdiff_EIA	positive	-0.265180636993283	0.332983724059409	70	10	0.428584456376691	0.863417926710289
Clostridium_perfringens	Cdiff_EIA	positive	0.613189657737927	0.643219506903945	70	10	0.343807941971893	0.863417926710289
Eggerthella_unclassified	Cdiff_EIA	positive	-0.616984500656493	0.835396104844945	70	51	0.46289243912615	0.863417926710289
Erysipelotrichaceae_bacterium_3_1_53	Cdiff_EIA	positive	-0.43887006835941	0.573514870614507	70	12	0.446783150438588	0.863417926710289
Klebsiella_oxytoca	Cdiff_EIA	positive	0.51292489615057	0.520962222831823	70	9	0.328341717737502	0.863417926710289
Lachnospiraceae_bacterium_2_1_58FAA	Cdiff_EIA	positive	-0.876511050715218	0.983743270477553	70	30	0.37607325297085	0.863417926710289
Lactobacillus_phage_Lc_Nu	Cdiff_EIA	positive	0.414463964922141	0.53829131601362	70	10	0.444179771756264	0.863417926710289
Lactococcus_lactis	Cdiff_EIA	positive	-0.694469371836556	0.83484373303548	70	14	0.408402267507152	0.863417926710289
Megasphaera_micronuciformis	Cdiff_EIA	positive	-0.240310110223959	0.30838253073051	70	8	0.438530326489762	0.863417926710289
Odoribacter_splanchnicus	Cdiff_EIA	positive	0.242012391988245	0.326860110903491	70	13	0.461596679971711	0.863417926710289
Parabacteroides_distasonis	Cdiff_EIA	positive	0.939912037267357	1.19760821413175	70	24	0.435333637417888	0.863417926710289
Rothia_dentocariosa	Cdiff_EIA	positive	0.384470347249327	0.486666323661273	70	16	0.432269369151463	0.863417926710289
Streptococcus_salivarius	Cdiff_EIA	positive	-0.923551689823065	1.05605449521372	70	41	0.385412933459858	0.863417926710289
Alistipes_onderdonkii	Cdiff_EIA	positive	-0.598320038099219	0.832671224154874	70	22	0.474877010802023	0.87446864184275
Veillonella_dispar	Cdiff_EIA	positive	-0.461321614566665	0.66810616694517	70	19	0.492256445398046	0.895550882591627
Haemophilus_parainfluenzae	Cdiff_EIA	positive	-0.390299410712414	0.574619629862403	70	12	0.499297079800711	0.897545941070326
Veillonella_unclassified	Cdiff_EIA	positive	-0.811396379938296	1.22895220787238	70	36	0.511333819476278	0.908369491069622
Actinomyces_odontolyticus	Cdiff_EIA	positive	-0.372998814285909	0.612646456915581	70	12	0.544675966181022	0.912469557861612
Bacteroides_dorei	Cdiff_EIA	positive	0.590743296459854	1.11398366281151	70	24	0.597632845226566	0.912469557861612
Bacteroides_ovatus	Cdiff_EIA	positive	0.715781281194399	1.53943613886458	70	39	0.643443259039833	0.912469557861612
Bacteroides_stercoris	Cdiff_EIA	positive	-0.509391118319555	0.949037214418297	70	25	0.593195500694854	0.912469557861612
Bacteroides_uniformis	Cdiff_EIA	positive	-0.595944373224957	1.20392485892006	70	43	0.622202704134642	0.912469557861612
Bifidobacterium_breve	Cdiff_EIA	positive	0.294797788795683	0.581865558097681	70	10	0.614044627142044	0.912469557861612
Bifidobacterium_dentium	Cdiff_EIA	positive	-0.593335895987556	0.957156020941497	70	15	0.537398924546103	0.912469557861612
Bifidobacterium_longum	Cdiff_EIA	positive	-0.296489926405855	0.632575436830905	70	21	0.640781156183043	0.912469557861612
Clostridium_symbiosum	Cdiff_EIA	positive	-0.637096208827148	1.02801846793668	70	49	0.537878818839736	0.912469557861612
Collinsella_aerofaciens	Cdiff_EIA	positive	-0.278088936289665	0.664267552176047	70	11	0.676798612453646	0.912469557861612
Eggerthella_lenta	Cdiff_EIA	positive	0.38395709877031	0.848440276057103	70	33	0.652317172723398	0.912469557861612
Enterobacter_cloacae	Cdiff_EIA	positive	-0.2691365432697	0.510310125243749	70	11	0.599633812967369	0.912469557861612
Enterococcus_avium	Cdiff_EIA	positive	0.413326325566149	0.759024688732328	70	13	0.58784495142047	0.912469557861612
Erysipelotrichaceae_bacterium_21_3	Cdiff_EIA	positive	0.36100045733029	0.840451377475924	70	33	0.668894353816168	0.912469557861612
Granulicatella_adiacens	Cdiff_EIA	positive	0.3358142811608	0.678962871267172	70	17	0.622518599747772	0.912469557861612
Granulicatella_unclassified	Cdiff_EIA	positive	-0.207985227783847	0.475265226379746	70	22	0.663049140191881	0.912469557861612
Lactobacillus_casei_paracasei	Cdiff_EIA	positive	-0.19298161870275	0.453079476698906	70	10	0.671501658483817	0.912469557861612
Lactobacillus_reuteri	Cdiff_EIA	positive	0.391743462460311	0.755457975606395	70	10	0.605757284958058	0.912469557861612
Oscillibacter_unclassified	Cdiff_EIA	positive	-0.563843307792439	0.907466604049008	70	34	0.536454801395261	0.912469557861612
Parabacteroides_unclassified	Cdiff_EIA	positive	0.618180809637512	1.15140329276237	70	28	0.593093656633015	0.912469557861612
Parasutterella_excrementihominis	Cdiff_EIA	positive	-0.216994202815478	0.49108764513511	70	11	0.659989313271259	0.912469557861612
Peptostreptococcaceae_noname_unclassified	Cdiff_EIA	positive	-0.252713522596276	0.493417733612414	70	10	0.610215323812603	0.912469557861612
Scardovia_wiggsiae	Cdiff_EIA	positive	-0.345909732039296	0.608829362841879	70	13	0.571800822709094	0.912469557861612
Streptococcus_infantis	Cdiff_EIA	positive	-0.274841301231577	0.574487940628166	70	16	0.63389237782115	0.912469557861612
Streptococcus_sanguinis	Cdiff_EIA	positive	0.385657525994142	0.779984586747536	70	13	0.622587346604845	0.912469557861612
Streptococcus_thermophilus	Cdiff_EIA	positive	0.616580001882572	0.969642346603304	70	31	0.52698647901354	0.912469557861612
Sutterella_wadsworthensis	Cdiff_EIA	positive	-0.177373762446618	0.389768116570712	70	8	0.650504861135828	0.912469557861612
Lactobacillus_gasseri	Cdiff_EIA	positive	0.375983195314074	0.956701755020338	70	20	0.695549303401022	0.929450839058002
Lachnospiraceae_bacterium_1_4_56FAA	Cdiff_EIA	positive	-0.210355760592519	0.548959188648686	70	12	0.702774103216718	0.930867452506354
Bacteroides_caccae	Cdiff_EIA	positive	-0.30082508347278	0.901201234749025	70	23	0.739554257862925	0.96967690934779
Eubacterium_siraeum	Cdiff_EIA	positive	0.141600918930347	0.433461608369429	70	8	0.744917360823468	0.96967690934779
Streptococcus_mitis_oralis_pneumoniae	Cdiff_EIA	positive	-0.223905169219647	0.709836669602254	70	20	0.753554940515756	0.972536718101531
Actinomyces_graevenitzii	Cdiff_EIA	positive	-0.055605358572694	0.218584060190808	70	8	0.799989734824624	0.97760383250043
Actinomyces_viscosus	Cdiff_EIA	positive	0.123977056099723	0.497671307233199	70	16	0.804023258691133	0.97760383250043
Alistipes_unclassified	Cdiff_EIA	positive	0.127315182401303	0.629788352710566	70	13	0.840398934906707	0.97760383250043
Bacteroides_faecis	Cdiff_EIA	positive	0.165838645538307	0.738369305132798	70	14	0.822963051050594	0.97760383250043
Blautia_producta	Cdiff_EIA	positive	0.308271507903206	1.16791529452692	70	45	0.792616557384744	0.97760383250043
Candida_albicans	Cdiff_EIA	positive	0.133062701994242	0.630617675332889	70	9	0.833602986024597	0.97760383250043
Clostridium_hylemonae	Cdiff_EIA	positive	-0.109016087522726	0.532773256952127	70	9	0.838480221257434	0.97760383250043
Enterococcus_faecalis	Cdiff_EIA	positive	0.264943190535739	1.32105429900276	70	35	0.841645683609642	0.97760383250043
Erysipelotrichaceae_bacterium_2_2_44A	Cdiff_EIA	positive	-0.237101876242831	1.05733078838518	70	38	0.82323854971186	0.97760383250043
Escherichia_unclassified	Cdiff_EIA	positive	-0.215338816106883	0.804881004346126	70	26	0.789950057280822	0.97760383250043
Eubacterium_limosum	Cdiff_EIA	positive	0.167066489982533	0.733452765976757	70	13	0.820500475658074	0.97760383250043
Finegoldia_magna	Cdiff_EIA	positive	-0.11295827730721	0.555259668884285	70	13	0.839403963465648	0.97760383250043
Streptococcus_anginosus	Cdiff_EIA	positive	-0.230568037090937	0.950292324829502	70	15	0.809023508875274	0.97760383250043
Atopobium_parvulum	Cdiff_EIA	positive	-0.0868424651580166	0.476620692100915	70	19	0.855964283528128	0.986645853532422
Alistipes_shahii	Cdiff_EIA	positive	-0.0608386092695912	0.908008298183537	70	21	0.946776517541341	0.993997748707338
Anaerostipes_unclassified	Cdiff_EIA	positive	0.0886457484629799	0.886655842064339	70	29	0.920656259970504	0.993997748707338
Anaerotruncus_colihominis	Cdiff_EIA	positive	0.0450275138285018	0.379853703761849	70	17	0.905990802924504	0.993997748707338
Bacteroides_cellulosilyticus	Cdiff_EIA	positive	-0.0102697787646861	0.85259551559231	70	18	0.990424734257561	0.993997748707338
C2likevirus_unclassified	Cdiff_EIA	positive	0.0729248849631817	0.467968129968811	70	11	0.876626335941324	0.993997748707338
Citrobacter_freundii	Cdiff_EIA	positive	0.0474365018699525	0.986880745087366	70	18	0.961804428650372	0.993997748707338
Clostridium_bartlettii	Cdiff_EIA	positive	-0.0386432741267005	0.974926441246276	70	27	0.968498579690928	0.993997748707338
Clostridium_citroniae	Cdiff_EIA	positive	-0.0894570895548464	0.881909652364184	70	24	0.919507519906716	0.993997748707338
Clostridium_ramosum	Cdiff_EIA	positive	0.152737573077461	0.994183345782605	70	40	0.878355560208292	0.993997748707338
Dorea_unclassified	Cdiff_EIA	positive	0.0543130274309801	0.464997452123723	70	13	0.90739344928682	0.993997748707338
Erysipelotrichaceae_bacterium_6_1_45	Cdiff_EIA	positive	0.146859963789275	1.32298785575847	70	51	0.911939470218314	0.993997748707338
Flavonifractor_plautii	Cdiff_EIA	positive	0.0426919668887423	0.814937296598251	70	31	0.958375834737748	0.993997748707338
Klebsiella_unclassified	Cdiff_EIA	positive	0.035505662315997	0.610351459267768	70	13	0.953816212265944	0.993997748707338
Lachnospiraceae_bacterium_3_1_57FAA_CT1	Cdiff_EIA	positive	0.0232466467435887	1.0251444008123	70	26	0.981974764243256	0.993997748707338
Lactobacillus_rhamnosus	Cdiff_EIA	positive	0.0904872425316825	1.02056008699439	70	27	0.929609320522341	0.993997748707338
Lactobacillus_salivarius	Cdiff_EIA	positive	0.00867608571746732	0.758356655757275	70	9	0.990905388197068	0.993997748707338
Parabacteroides_goldsteinii	Cdiff_EIA	positive	-0.0527233791984518	0.630245268600888	70	8	0.933576255558193	0.993997748707338
Parabacteroides_merdae	Cdiff_EIA	positive	-0.00779764444128869	1.03273409546759	70	32	0.993997748707338	0.993997748707338
Streptococcus_gordonii	Cdiff_EIA	positive	-0.0772013086179683	0.537958513554907	70	13	0.886313482055845	0.993997748707338
Veillonella_atypica	Cdiff_EIA	positive	-0.0353401721634995	0.569549141226422	70	17	0.950705529446127	0.993997748707338
